"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Operational","ECR error","Gate length (ns)"
"104","165.6351471576853","111.01695088031265","4.765556170239185","-0.31046094866074025","0.0126953125","0.021484375","0.00927734375","1300","0.0003958172641447562","60","0","0.0003958172641447562","0.0003958172641447562","Yes","103:0.008843758991745165","103:660"
"105","123.13852415471753","57.18849825377573","4.982172486349079","-0.30759736332542964","0.0113525390625","0.01806640625","0.005859375","1300","0.00038319218284270373","60","0","0.00038319218284270373","0.00038319218284270373","Yes","104:0.012112823216645363;106:0.010856891491257542","104:660;106:660"
"106","293.99660696583","16.12532907487116","4.878157862950634","-0.309312950580174","0.1060791015625","0.08203125","0.11572265625","1300","0.0004146007065065292","60","0","0.0004146007065065292","0.0004146007065065292","Yes","",""
"107","24.198107543959548","22.35706944732061","4.916001910971791","-0.3080022405881546","0.0238037109375","0.025390625","0.02001953125","1300","0.0015178763944608282","60","0","0.0015178763944608282","0.0015178763944608282","Yes","106:0.01768112829073734","106:660"
"108","188.39116326161965","23.335299429967588","5.056170267405556","-0.3060067460745893","0.0218505859375","0.01611328125","0.01806640625","1300","0.0003730999336564597","60","0","0.0003730999336564597","0.0003730999336564597","Yes","112:0.012865338445396723;107:0.023702809071168396","112:660;107:660"
"109","165.05863562356652","144.98679334329435","4.984991787246918","-0.3071158019842663","0.0455322265625","0.0439453125","0.0458984375","1300","0.0001827716960772262","60","0","0.0001827716960772262","0.0001827716960772262","Yes","96:0.0061726360045694095","96:660"
"110","287.4226501649414","262.4649855386171","4.83016417628018","-0.3090472310608016","0.0126953125","0.01904296875","0.00634765625","1300","0.00017594996609145028","60","0","0.00017594996609145028","0.00017594996609145028","Yes","118:0.006751726363369764","118:660"
"111","246.82290612668572","242.52434603023733","4.853246274795174","-0.30961255187582126","0.0181884765625","0.02197265625","0.0126953125","1300","0.00025301551706852297","60","0","0.00025301551706852297","0.00025301551706852297","Yes","104:0.011636935241140872","104:660"
"112","226.7639354588017","21.962401235296802","5.002432092105737","-0.3061965297474003","0.0167236328125","0.02783203125","0.0126953125","1300","0.0003309677020432563","60","0","0.0003309677020432563","0.0003309677020432563","Yes","126:0.010712062573651093","126:660"
"113","184.04087468430686","195.98215378710296","5.031989433290123","-0.30676917589658537","0.0155029296875","0.01708984375","0.01318359375","1300","0.00023728888091244796","60","0","0.00023728888091244796","0.00023728888091244796","Yes","114:0.008803197534488716","114:660"
"114","229.8351531212853","45.45231829275029","4.822460537635305","-0.30937991952553456","0.0538330078125","0.048828125","0.04296875","1300","0.0003833147974382979","60","0","0.0003833147974382979","0.0003833147974382979","Yes","109:0.00576944506684382;115:0.007217716600183527","109:660;115:660"
"115","144.45920726082315","88.80002268582437","5.028012198083054","-0.3068193442669031","0.01708984375","0.017578125","0.01416015625","1300","0.0002397145695408574","60","0","0.0002397145695408574","0.0002397145695408574","Yes","",""
"116","298.1287471962692","281.1457362080683","4.912734787558635","-0.3082983947671616","0.0174560546875","0.01953125","0.0107421875","1300","0.00010899573471301347","60","0","0.00010899573471301347","0.00010899573471301347","Yes","115:0.0051146112289652546;117:0.005936014581265414","115:660;117:660"
"117","194.8505959562798","224.83045203195203","4.833118415250209","-0.3092141826105853","0.033447265625","0.02685546875","0.02197265625","1300","0.00025869044988701236","60","0","0.00025869044988701236","0.00025869044988701236","Yes","118:0.006918361937774342","118:660"
"118","242.60215059038921","212.21287155038428","4.732967074055398","-0.3103162291505652","0.01123046875","0.013671875","0.00634765625","1300","0.0004346122192399747","60","0","0.0004346122192399747","0.0004346122192399747","Yes","119:0.004965329981815425","119:660"
"119","279.2744564851608","131.82744570930402","4.802537120880842","-0.28980565670333075","0.03857421875","0.01708984375","0.02099609375","1300","0.00022005274290402084","60","0","0.00022005274290402084","0.00022005274290402084","Yes","",""
"120","299.07662793222084","168.1907906267763","4.836624656885905","-0.3088294992030973","0.01708984375","0.0185546875","0.01416015625","1300","0.00028535995819081294","60","0","0.00028535995819081294","0.00028535995819081294","Yes","119:0.006381605831180859","119:660"
"121","213.49312770244148","169.41734826534406","4.96791766854076","-0.30831927501521805","0.02783203125","0.01904296875","0.017578125","1300","0.00047711884663307106","60","0","0.00047711884663307106","0.00047711884663307106","Yes","120:0.00800769356861264","120:660"
"122","238.1146603787489","203.4835845257113","4.937584973478891","-0.307131343243749","0.02978515625","0.0234375","0.02685546875","1300","0.00023953028128845637","60","0","0.00023953028128845637","0.00023953028128845637","Yes","121:0.009569584873284742;123:0.010318804624920325;111:0.006350456707232749","121:660;123:660;111:660"
"123","121.51658778704275","57.41563693326798","5.034324924926465","-0.3063945650809262","0.0166015625","0.03564453125","0.00830078125","1300","0.0006569863242614017","60","0","0.0006569863242614017","0.0006569863242614017","Yes","",""
"124","248.8038160503894","226.90541288407672","4.949131025342915","-0.30728609162938675","0.01708984375","0.0107421875","0.015625","1300","0.00019963940657020187","60","0","0.00019963940657020187","0.00019963940657020187","Yes","123:0.008530035740999004","123:660"
"125","158.3762486931046","54.275432087651566","4.85912695331922","-0.3081939603922578","0.0218505859375","0.0322265625","0.0126953125","1300","0.0008410586667034518","60","0","0.0008410586667034518","0.0008410586667034518","Yes","124:0.008215756359232856;126:0.011069120209906719","124:660;126:660"
"126","244.18795564855208","20.169908238169086","4.908226307935502","-0.30857572639301106","0.02978515625","0.0224609375","0.04541015625","1300","0.00033388234001590706","60","0","0.00033388234001590706","0.00033388234001590706","Yes","",""
