"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"90","344.84286664045356","268.70447354811165","4.803087657652578","-0.3102348928876509","0.011199999999999988","0.01100000000000001","0.0114","1216","0.0004520897876353117","0","0.0004520897876353117","0.0004520897876353117","90_94:0.014914697514195024;90_75:0.013348944159167014","90_94:533.3333333333333;90_75:533.3333333333333","true"
"91","343.0107943865835","404.6066227441805","4.893162358748021","-0.30983443429771806","0.0030000000000000027","0.0031999999999999806","0.0028","1216","0.00018154038325786316","0","0.00018154038325786316","0.00018154038325786316","","","true"
"92","221.60515771993022","166.90531110817406","4.827691241886364","-0.3103693565337272","0.02499999999999991","0.013333333333333308","0.03666666666666667","1216","0.00017718942707657415","0","0.00017718942707657415","0.00017718942707657415","92_83:0.0068983252215272794;92_102:0.006101418359466038","92_83:533.3333333333333;92_102:533.3333333333333","true"
"93","183.52819102562322","29.874619902797594","4.910445215886609","-0.30921828977226556","0.008799999999999919","0.010199999999999987","0.0074","1216","0.00022339852961429128","0","0.00022339852961429128","0.00022339852961429128","93_87:0.004889861776065402;93_106:0.006827472044271504","93_87:533.3333333333333;93_106:533.3333333333333","true"
"94","330.1143654140525","237.18849298388324","4.719670655343433","-0.3121150063159316","0.032399999999999984","0.0536","0.011199999999999988","1216","0.0013036397241982698","0","0.0013036397241982698","0.0013036397241982698","","","true"
"95","302.51253764418476","197.83585241019327","4.802277236916985","-0.3113439855731095","0.012799999999999923","0.0144","0.011199999999999988","1216","0.00037442607461737784","0","0.00037442607461737784","0.00037442607461737784","95_94:0.013232995273300435;95_96:0.008872788881290755","95_94:533.3333333333333;95_96:533.3333333333333","true"
"96","228.40209845057376","150.58027853821295","4.852635592076891","-0.3071950533738793","0.010499999999999954","0.0138","0.007199999999999984","1216","0.00016420437601209292","0","0.00016420437601209292","0.00016420437601209292","","","true"
"97","165.32340329934962","71.79836103328698","4.950011325138507","-0.3087084614989645","0.0363","0.04479999999999995","0.0278","1216","0.0032969992442348486","0","0.0032969992442348486","0.0032969992442348486","97_98:0.017509604974687842;97_96:0.01751686612770717","97_98:533.3333333333333;97_96:533.3333333333333","true"
"98","226.87086944677674","320.99231267052517","4.774665436990169","-0.31129479497146767","0.018199999999999994","0.01880000000000004","0.0176","1216","0.00011018216868727735","0","0.00011018216868727735","0.00011018216868727735","98_91:0.004855524383130694","98_91:533.3333333333333","true"
"99","247.5175886327602","227.13642840753113","4.832440718580444","-0.3102128571403012","0.010699999999999932","0.01100000000000001","0.0104","1216","0.00023380710513124872","0","0.00023380710513124872","0.00023380710513124872","99_98:0.006474621379792045;99_100:0.006329224287347418","99_98:533.3333333333333;99_100:533.3333333333333","true"
"100","178.5516887899914","178.43660357080117","4.648612123666714","-0.31432473968171126","0.007900000000000018","0.009000000000000008","0.0068","1216","0.0002193285050900984","0","0.0002193285050900984","0.0002193285050900984","","","true"
"101","178.858488828571","32.53319289107117","4.844082926458999","-0.31062354929050423","0.009099999999999997","0.012599999999999945","0.0056","1216","0.0007480616710780491","0","0.0007480616710780491","0.0007480616710780491","101_102:0.011614910249411803;101_100:0.00784746932095759","101_102:533.3333333333333;101_100:533.3333333333333","true"
