"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"10","235.2383694459924","58.29816963942179","4.628367474419254","0","0.00550000000000006","0.0062","0.0048000000000000265","1244.4444444444443","0.0003521612960492752","0","0.0003521612960492752","0.0003521612960492752","10_11:0.014961646339735457;10_9:0.008310875996921208","10_11:561.7777777777777;10_9:561.7777777777777","true"
"11","148.32306393038044","153.21754490867164","4.571526036954443","-0.31187801080194943","0.018299999999999983","0.0242","0.012399999999999967","1244.4444444444443","0.0007780682616133366","0","0.0007780682616133366","0.0007780682616133366","11_12:0.011408288884231177","11_12:561.7777777777777","true"
"12","466.1167896010381","309.49673178052876","4.4643209617237645","-0.3114335997689411","0.010599999999999943","0.0118","0.009399999999999964","1244.4444444444443","0.00014067607011427347","0","0.00014067607011427347","0.00014067607011427347","","","true"
"13","359.2454612393858","88.09657104666343","4.57336601850506","0","0.011600000000000055","0.013599999999999945","0.0096","1244.4444444444443","0.00016855340681201989","0","0.00016855340681201989","0.00016855340681201989","13_12:0.012549234906177237","13_12:561.7777777777777","true"
"14","321.8999092324123","336.53565307069675","4.603978429136211","-0.3075149117337717","0.006699999999999928","0.008000000000000007","0.0054","1244.4444444444443","0.0001320410876718354","0","0.0001320410876718354","0.0001320410876718354","14_18:0.006664971217117399","14_18:561.7777777777777","true"
"15","417.5728772219843","65.22090822320742","4.495968473664494","-0.3235838974181829","0.03639999999999999","0.021399999999999975","0.0514","1244.4444444444443","0.0005498978843879351","0","0.0005498978843879351","0.0005498978843879351","","","true"
"16","421.88969201687934","143.66808049084756","4.513227365258967","-0.31250997509736017","0.0045999999999999375","0.0041999999999999815","0.005","1244.4444444444443","0.00012740442820352395","0","0.00012740442820352395","0.00012740442820352395","16_8:0.00838067137718887","16_8:561.7777777777777","true"
"17","379.87005844894276","56.190664542211515","4.67578017212742","-0.3222371456169295","0.06600000000000006","0.0722","0.059799999999999964","1244.4444444444443","0.0006625039846036557","0","0.0006625039846036557","0.0006625039846036557","17_12:0.012237112869729422;17_30:0.012874011924444956","17_12:561.7777777777777;17_30:561.7777777777777","true"
"18","313.32018192913216","49.081478660406184","4.514789589948276","-0.32147907217387134","0.0040999999999999925","0.0036","0.0046000000000000485","1244.4444444444443","0.00013436327517876915","0","0.00013436327517876915","0.00013436327517876915","","","true"
"19","312.3809217911919","201.40077106244513","4.44414025445849","-0.3142519677447134","0.02510000000000001","0.024399999999999977","0.0258","1244.4444444444443","0.0002082203150025013","0","0.0002082203150025013","0.0002082203150025013","19_18:0.008563380024239176","19_18:561.7777777777777","true"
"20","174.72738761592032","246.41512241970426","4.341286801745733","-0.31659680563840864","0.024399999999999977","0.02200000000000002","0.0268","1244.4444444444443","0.0002240185813636937","0","0.0002240185813636937","0.0002240185813636937","20_19:0.012885111992236353","20_19:561.7777777777777","true"
"21","308.1191730842223","155.3568917181531","4.485178157736874","-0.3137510643214938","0.01319999999999999","0.0122","0.01419999999999999","1244.4444444444443","0.0005569271960570777","0","0.0005569271960570777","0.0005569271960570777","21_22:0.011341902215520339;21_20:0.01617912081693254","21_22:561.7777777777777;21_20:561.7777777777777","true"
"22","280.2181420795054","172.90965839572883","4.382958436408277","-0.3235699465364606","0.11739999999999995","0.18300000000000005","0.0518","1244.4444444444443","0.00035504837616554284","0","0.00035504837616554284","0.00035504837616554284","22_23:0.006711358034569015;22_15:0.01579574795048233","22_23:561.7777777777777;22_15:561.7777777777777","true"
"23","320.66381056870296","176.50812121917","4.531772540297108","-0.34910557092715694","0.007199999999999984","0.009000000000000008","0.0054","1244.4444444444443","0.00010302065131976681","0","0.00010302065131976681","0.00010302065131976681","23_24:0.0193375759962994","23_24:561.7777777777777","true"
"24","314.9600830881526","80.43531766207806","4.646176889993015","-0.3098937587669715","0.0022999999999999687","0.0040000000000000036","0.0006","1244.4444444444443","0.00029357106646829713","0","0.00029357106646829713","0.00029357106646829713","24_25:0.006459953455183659","24_25:561.7777777777777","true"
"25","240.17299593093168","377.82028686338117","4.702186941976285","-0.3104687819443247","0.007500000000000062","0.007800000000000029","0.0072","1244.4444444444443","0.00020791155055757714","0","0.00020791155055757714","0.00020791155055757714","","","true"
"26","218.70354612480565","115.57490646330443","4.648807325813697","0","0.006599999999999939","0.006199999999999983","0.007","1244.4444444444443","0.00033574304938015237","0","0.00033574304938015237","0.00033574304938015237","26_16:0.00690106950781344;26_27:0.010590322101339394;26_25:0.011491206079320249","26_16:561.7777777777777;26_27:561.7777777777777;26_25:561.7777777777777","true"
"27","317.9849949021756","61.82289324110266","4.61006059791898","-0.2878947957747321","0.042300000000000004","0.0358","0.048799999999999955","1244.4444444444443","0.00040370098208659","0","0.00040370098208659","0.00040370098208659","","","true"
"28","165.31168315572523","14.748795210175722","4.516883070528446","-0.31512500613226163","0.006399999999999961","0.007399999999999962","0.0054","1244.4444444444443","0.0005414290794239166","0","0.0005414290794239166","0.0005414290794239166","28_27:0.011941450886288812","28_27:561.7777777777777","true"
"29","354.04406640308787","249.83222122024165","4.460017675831707","-0.3164470706353105","0.014499999999999957","0.0128","0.016199999999999992","1244.4444444444443","0.00010307012756120055","0","0.00010307012756120055","0.00010307012756120055","29_30:0.015450751826670911;29_28:0.0123707851585593","29_30:561.7777777777777;29_28:561.7777777777777","true"
"30","236.56307179744567","101.00742737127857","4.646592519695118","-0.2835614267270895","0.06919999999999993","0.0726","0.0658","1244.4444444444443","0.0011034699910629359","0","0.0011034699910629359","0.0011034699910629359","","","true"
"31","343.2768064611431","176.10598890351326","4.613006500811506","-0.3112675880038357","0.06129999999999991","0.09219999999999995","0.0304","1244.4444444444443","0.0003697593265506696","0","0.0003697593265506696","0.0003697593265506696","31_30:0.013051922006634492;31_32:0.011630604634740693","31_30:561.7777777777777;31_32:561.7777777777777","true"
"32","327.936306223908","109.19592129736027","4.49928181411736","-0.3128171150093984","0.026900000000000035","0.0258","0.028000000000000025","1244.4444444444443","0.00023626430492741212","0","0.00023626430492741212","0.00023626430492741212","","","true"
"33","476.0961179319506","243.7223223585297","4.596924317999457","0","0.005300000000000082","0.007800000000000029","0.0028","1244.4444444444443","0.00016551781998159088","0","0.00016551781998159088","0.00016551781998159088","33_20:0.00882244588764447;33_39:0.015046305825956285","33_20:561.7777777777777;33_39:561.7777777777777","true"
"34","305.7036615833707","136.33029587954962","4.562036102616699","0","0.0035000000000000586","0.005800000000000027","0.0012","1244.4444444444443","0.00021465214231413844","0","0.00021465214231413844","0.00021465214231413844","34_24:0.015556363562465675","34_24:561.7777777777777","true"
